"reportante","tipo_de_testiga","tipo_de_victima","edad_victima","sexo_asignado_nacer","identidad_genero","orientacion_sexual","expresion_genero","tipo_de_agresora","tipo_de_agresion","subtipo_de_agresion","descripcion_incidente","dia_incidente","hora_incidente","fecha_reporte_visible","entidad","ciudad","tipo_de_lugar","subtipo_de_lugar","latitud","longitud","reporte_previo","reporte_previo_quien","satisfaccion_reporte_previo","razon_no_reporte_previo","estado_civil","nacionalidad","escolaridad","ocupacion","ingreso","seguridad_social","identidades","id"
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Neutra","Persona no identificada","Sexual y económica","Fui drogado, desnudado y robado","No sé la verdad si lo pueda reportar aquí, pero me ha dado miedo hacerlo principalmente porque mis papás no saben de mi orientación, pero pues hace tiempo me pasó algo muy feo que me afectó en muchas formas, principalmente económica, física y psicológicamente. En una app de ligue llamada Grindr, me dijo un fulano que si nos conocíamos me pagaría por vernos y me invitó a un hotel para vernos y pues según que estaba de paso por la ciudad. Yo accedí y llegué. Lo conocí y era un señor de unos 45-50 años de edad. En realidad yo soy foráneo en esa ciudad. Yo soy de Tamazula de Gordiano y en a veces ocupo dinero para pagar algunas cosas y más de la universidad en la cual estudio. Pasó que me invitó a tomar, yo accedí y tomé un caribe y desde ese momento me empecé a dormir y después de un tiempo, de eso de las 8pm, no sabía nada de mí. Me quedé dormido y ese día iba a salir con mi amigos en la noche y se preocuparon mucho porque no les contestaba. Yo me quedé dormido por una droga diría yo porque, en cuanto me levanté, vomité agua o algo líquido feo y desagradable, y estaba muy mareado porque había dormido cerca de 12 horas. Me levanté al otro día sin ropa y mi ropa debajo del colchón junto con mi cartera sólo con calzones puestos, y de hecho sin celular ni audífonos, el cual me había ahorrado para comprarlos. Es muy triste porque no pude recuperar mi celular y tuve que darlo de baja. Siempre me ha dado miedo denunciar porque tuve que decirle otra cosa a mis papás y pues éste será el medio por el cual lo haré. Esto me dejó una lección y me gustaría que esta historia la conocieran personas para que tengan mucho cuidado y no les pase cosas como a mí.",2020-03-06,"19:00:00",2020-06-29 23:01:00,"Jalisco","Ciudad Guzmán","Privado","Centro comercial o establecimiento comercial",19.7133135,-103.4609537,"No",,,"Tengo miedo de denunciar",,,,,,,,267
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Un poco femenina","Patrona o fuente de ingreso privada","Verbal","La víctima fue agredida verbalmente","En mi jornada de trabajo normal, la persona a cargo en repetidas ocasiones me falta al respeto y pedía cosas que no se me habían enseñado o explicado. En la última ocasión, me hizo mención de que yo pretendía que entendiera que no por ser diferente se me iba a dar trato especial porque nosotros los homosexuales siempre queremos que se nos trate como mujeres y no lo somos.",2019-07-06,"10:00:00",2020-06-29 22:27:00,"Veracruz","Coatzacoalcos","Privado","Centro comercial o establecimiento comercial",18.1234623,-94.4619814,"No",,,"Por pena",,,,,,,,268
"Personal","Personal","Determinada","De 26 a 30 años","Hombre","Hombre cis","Gay","Masculina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","Me atacaron verbalmente y se adentraron a mi vida privada",2020-06-19,"16:00:00",2020-06-29 22:24:00,"Veracruz","Tierra Blanca","Redes sociales o medios de comunicación","Medio de comunicación",,,"Si","Pareja, familia o amistades de la víctima",4,,,,,,,,,269
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco masculina","Empleada de establecimiento comercial o profesionista","Impedimento de entrada, negación de servicios o derechos","La víctima fue impedida de ingresar o se le negó la venta o prestación de un servicio en un establecimiento comercial","Hace unos días subí a mi cuenta Microsoft Xbox una foto de perfil donde estoy besando a mi novio, y mi cuenta fue suspendida, justificando que la imagen era ofensiva para alguien",2020-06-22,"10:00:00",2020-06-29 22:09:00,"Ciudad de México",,"Redes sociales o medios de comunicación","Cuenta Microsoft Xbox",,,"No",,,"No sabía en dónde denunciarlo",,,,,,,,270
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Masculina","Vecina","Verbal","La víctima fue agredida verbalmente","Estaba sentado en una banca con mi novio, cuando un señor de edad avanzada (60+) le dijo a sus perros 'ésos son maricones, pero no se comen'",2020-06-28,"15:00:00",2020-06-29 06:31:00,"Ciudad de México","Coyoacán","Público","Vía pública o parque público",19.3368328,-99.1760717,"No",,,"Creo que no habrá consecuencias de la denuncia",,,,,,,,271
"Testiga","Solidaria","Determinada","De 26 a 30 años","Hombre","Mujer trans","No reportada","Femenina","Persona no identificada","Física","La víctima fue agredida físicamente","Una persona desconocida golpeó a la víctima, que es mujer trans.",2020-06-12,"22:00:00",2020-06-15 19:44:00,"Jalisco","Guadalajara","Público","Vía pública o parque público",20.6744915,-103.3556199,"Si","Instancia privada",4,,,,,,,,,274
"Testiga","Solidaria","Determinada","De 51 a 60 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Desaparición","La víctima fue desaparecida","En redes sociales circulan imágenes que describen la desaparición de un hombre. Se le sitúa por última vez en la calle Euquerio Guerrero, caminando a la altura de la agencia de autos KIA, aproximadamente en la dirección proporcionada, sin que se sepa el lugar exacto donde desapareció. Entre las personas que conforman sus redes de apoyo y contexto social, es ampliamente conocida su orientación sexual. De modo que el incidente ocurrido puede circunscribirse a la desaparición de un hombre gay.",2020-05-30,"19:00:00",2020-06-02 16:57:00,"Guanajuato","Guanajuato","Público","Vía pública o parque público",20.9853799,-101.2844686,"No",,,"Al parecer, la denuncia correspondiente ya fue formulada ante las autoridades.",,,,,,,,275
"Testiga","Solidaria","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Muy femenina","Persona no identificada","Asesinato","La víctima fue asesinada","Es amigo de mi mamá. Desapareció el fin de semana y después de varios días de buscarlo fuimos a su casa y descubrimos todo cerrado y una luz encendida al interior. Llamamos a la policía misma que no pudo ingresar, dejaron un aviso de que tenían prohibido ingresar personas ajenas a la familia. Había un olor fétido y pensamos lo peor. Más tarde la hermana de la víctima logró que la policía abriera la casa habitación y le encontrara boca abajo en su cama fallecido con aparentes signos de violencia y en estado de descomposición con probablemente 72 horas de fallecido. Un amigo del trabajo fue invitado a a casa de la víctima por la víctima el sábado a comer y asegura que llegó una persona joven desconocida. Se sintió incómodo y prefirió retirarse. Se desconoce si esa persona fue citada por la víctima a través de la red social Grindr que según mi mamá utilizaba con frecuencia. La investigación legal continua pero he decidido denunciar por aquí.",2020-05-23,"03:00:00",2020-05-27 17:17:00,"Jalisco","Zapopan","Privado","Casa propia o casa familiar",20.7275971,-103.3728084,"No",,,"La familia se ha encargado de realizar las denuncias penales.",,,,,,,,276
"Testiga","ONG","Determinada","De 18 a 25 años","Mujer","Mujer cis","Lesbiana","Muy masculina","Familiar o cohabitante","Amenazas","Es amenazada virtualmente","Soy parte de una organización, y una chica se acercó a mí para comentarme que el papá de su novia hace 2 años la golpeó de forma severa, posteriormente denunció y no procedió. Ahora la está constantemente amenazando con golpearla nuevamente por medio de redes sociales y la hostiga de forma reiterada por medio de burlas.",2020-05-06,"09:00:00",2020-05-14 00:26:00,"Guanajuato","León","Redes sociales o medios de comunicación","Redes sociales",,,"Si","Autoridad gubernamental",4,,,,,,,,,277
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Bisexual","Masculina","Amiga","Psicológica","La víctima fue agredida psicológicamente","En Febrero salí del clóset con algunos amigos, uno de ellos me dijo que no era cierto que fuera bisexual, que solamente lo comentaba para ser parte de un protagonismo que no me correspondía.",2020-02-20,"14:00:00",2020-04-13 17:44:00,"Guanajuato","León","Privado","Casa ajena",21.1250077,-101.6859605,"No",,,"Creo que no valdría la pena denunciarlo.",,,,,,,,279
"Testiga","Otra","Determinada","De 31 a 35 años","Hombre","Mujer trans","No reportada","Femenina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","Una mujer trans, víctima de un asesinato, fue cubierta en una noticia de manera discriminatoria, refiriéndose a ella como hombre en varias ocasiones, además de amarillista.",2020-03-30,"09:00:00",2020-04-13 17:38:00,"Guanajuato","San Felipe","Redes sociales o medios de comunicación","Medio de comunicación",,,"Si","Autoridad gubernamental",1,,,,,,,,,280
"Testiga","Otra","Determinada","De 41 a 50 años","Hombre","Muxe","No reportada","Femenina","Persona no identificada","Física","La víctima fue agredida físicamente","Un grupo de desconocidos le cortaron la lengua y le agredieron.",2020-04-08,"17:00:00",2020-04-13 17:28:00,"Oaxaca","Juchitán","Público",,16.4406909,-95.0221197,"No",,,"Lo leí en internet",,,,,,,,281
"Testiga","Amiga","Determinada","De 18 a 25 años","Mujer","Mujer cis","Bisexual","Femenina","Persona no identificada","Verbal","La víctima fue agredida verbalmente","La víctima estaba sentada en un área verde de la cineteca, acompañada de su novia, acostadas en paralelo. Se dieron un beso y un hombre de mediana edad (60 años aprox) les gritó 'que puto asco lenchas', y les hizo muchas caras de desagrado.",2020-03-07,"13:00:00",2020-04-04 02:17:00,"Ciudad de México","Benito Juárez","Público","Centro deportivo o centro comunitario público",19.3606529,-99.1647339,"No",,,"No especificada",,,,,,,,282
"Personal","Personal","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco femenina","Persona no identificada","Psicológica","La víctima fue agredida psicológicamente","Acoso por parte de desconocidos, forzándonos a besarnos empujando nuestras cabezas, tomaron fotografías y miradas agresivas.",2018-06-14,"23:00:00",2020-04-04 01:50:00,"Guanajuato","San Miguel de Allende","Privado","Bar o centro nocturno",20.9118333,-100.7407895,"No",,,"No sabía en dónde denunciarlo",,,,,,,,283
"Testiga","Otra","Determinada","De 26 a 30 años","Hombre","Mujer trans","No reportada","Muy femenina","Persona no identificada","Asesinato","La víctima fue asesinada","Una mujer trans fue asesinada a balazos en la calle. Testigos señalaron que pudieron observar a dos personas huyendo del lugar a bordo de una motocicleta.",2020-01-04,"22:00:00",2020-04-03 21:44:00,"Quintana Roo","Solidaridad","Público","Vía pública o parque público",21.1071078,-86.8395217,"No",,,"No sabía en dónde denunciarlo",,,,,,,,284
"Testiga","Otra","Determinada","De 31 a 35 años","Mujer","Mujer cis","Lesbiana","Neutra","Compañera de trabajo público","Física","La víctima fue quemada","La víctima, luego de establecer de manera pública su homosexualidad, fue quemada por sus compañeros policías.",2020-03-29,"17:00:00",2020-03-30 23:32:00,"Chiapas","Tuxtla Gutiérrez","Público",,16.7516009,-93.1029939,"No",,,"Lo leí en internet y ya actúa la autoridad",,,,,,,,286
"Testiga","Otra","Determinada","De 41 a 50 años","Hombre","Hombre cis","Gay","Un poco masculina","Persona no identificada","Amenazas","Amenazas y extorsión","La víctima, activista, recibió amenazas de muerte y extorsiones, teniendo que abandonar el país.",2019-11-04,"17:00:00",2020-03-30 23:14:00,"Guanajuato","Irapuato","Privado","Casa propia o casa familiar",20.6786652,-101.3544964,"No",,,"Tengo miedo de denunciar",,,,,,,,287
"Testiga","Otra","Determinada","De 36 a 40 años","Hombre","Mujer trans","No reportada","Femenina","Persona no identificada","Asesinato","La víctima fue asesinada","La víctima, activista, fue asesinada en vía pública por impactos de arma de fuego.",2020-03-29,"17:00:00",2020-03-30 22:33:00,"Guanajuato","San Felipe","Público","Vía pública o parque público",21.4788756,-101.21588,"Si","Autoridad gubernamental",1,,,,,,,,,288
"Testiga","Otra","Determinada","De 18 a 25 años","Hombre","Hombre cis","Gay","Un poco masculina","Familiar o cohabitante","Expulsión del hogar","La víctima fue expulsada de su casa","La víctima fue obligada a salir de su casa (por sus xadres) al salir del clóset con ellxs.",2020-03-19,"11:00:00",2020-03-28 17:38:00,"Jalisco","Tlaquepaque","Privado","Casa propia o casa familiar",20.6243088,-103.3212248,"No",,,"Lo leí en internet",,,,,,,,291
"Testiga","Otra","Determinada","De 31 a 35 años","No reportado","No reportada","Gay","Neutra","Jueza o personal de tribunales de justicia","Otra discriminación","La víctima obtuvo una sentencia que la discrimina por su orientación sexual, identidad o expresión de género, o bien, está basada en estereotipos de género","A las víctimas se les pidió una constancia de ser miembrxs de la comunidad LGBT+, al promover un amparo en contra de una sesión secreta en la cual el Congreso local votó en contra de la reforma en favor del Matrimonio igualitario",2020-02-03,"11:00:00",2020-03-28 17:30:00,"Yucatán","Mérida","Público","Juzgado",20.9673702,-89.5925857,"No",,,"Lo leí en internet",,,,,,,,292
"Testiga","Otra","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Medio de comunicación o periodista","Otra discriminación","La víctima fue cubierta en una nota de prensa que la discrimina por su orientación sexual, identidad o expresión de género","La víctima se describe en la nota como 'persona con apariencia de mujer' y se le refiere como hombre, a pesar de ser mujer trans.",2020-03-24,"12:00:00",2020-03-28 17:16:00,"Ciudad de México","Cuauhtémoc","Redes sociales o medios de comunicación","Medio de comunicación",,,"No",,,"Lo leí en internet",,,,,,,,293
"Testiga","Otra","Determinada","De 18 a 25 años","Hombre","Mujer trans","No reportada","Femenina","Soldada","Asesinato","La víctima fue asesinada","La víctima fue asesinada en la vía pública con armas de fuego. Personas testigas aseguran haber visto soldados en el lugar.",2020-03-24,"02:00:00",2020-03-28 17:10:00,"Ciudad de México","Cuauhtémoc","Público","Vía pública o parque público",19.4445231,-99.1425423,"No",,,"Lo leí en internet",,,,,,,,294
